seed,epoch,train_loss,val_loss,val_per
1,564,0.004779802169650793,,
1,565,0.028135046362876892,,
1,567,0.014346474781632423,,
1,568,0.011832715943455696,,
1,570,0.006111342925578356,,
1,571,0.04886409640312195,,
1,573,,22.331650390857604,0.1016138345003128
1,574,0.002909949515014887,,
1,575,0.01720621809363365,,
1,576,0.010283265262842178,,
1,577,0.012477811425924301,,
1,578,0.0018780226819217205,,
1,580,0.008510932326316833,,
1,583,0.007481571286916733,,
1,585,0.017404910176992416,,
1,586,0.01375347189605236,,
1,587,0.006865887437015772,,
1,588,0.013780565932393074,,
1,589,0.004709682893007994,,
1,592,0.057099685072898865,,
1,593,0.005990884266793728,,
1,594,0.0159474965184927,,
1,595,,22.217596475670977,0.10047835111618042
1,596,0.020595364272594452,,
1,597,0.008426126092672348,,
1,599,0.00989231001585722,,
1,600,0.004128944128751755,,
1,601,0.012081828899681568,,
1,602,0.008766702376306057,,
1,604,0.004407261498272419,,
1,605,0.023813406005501747,,
1,606,,22.277455344432738,0.10115481168031693
1,608,0.0037291734479367733,,
1,609,0.030415117740631104,,
1,610,0.017110787332057953,,
1,612,0.00540393590927124,,
1,613,0.060928262770175934,,
1,614,0.008697988465428352,,
1,615,0.016001205891370773,,
1,616,0.012032034806907177,,
1,617,,22.268337086933414,0.101034015417099
1,618,0.01936446502804756,,
1,619,0.0067649949342012405,,
1,620,0.012242045253515244,,
1,621,0.09420112520456314,,
1,623,0.004331094678491354,,
1,625,0.02091137133538723,,
1,627,0.007179951295256615,,
1,628,,22.301183517386274,0.10081657767295837
1,629,0.00751684932038188,,
1,630,0.0012888038763776422,,
1,632,0.07253168523311615,,
1,633,0.0024715925101190805,,
1,634,0.005770737770944834,,
1,635,0.007620749995112419,,
1,636,0.01016164105385542,,
1,639,,22.306773406703297,0.1007440984249115
1,640,0.006009133066982031,,
1,642,0.006921038031578064,,
1,643,0.021423885598778725,,
1,644,0.0031669363379478455,,
1,645,0.008715169504284859,,
1,647,0.012383454479277134,,
1,648,0.008503326214849949,,
1,649,0.004702307283878326,,
1,650,,22.27422125746564,0.10062330216169357
1,651,0.011836603283882141,,
1,652,0.012635643593966961,,
1,653,0.0039037312380969524,,
1,654,0.009306307882070541,,
1,655,0.002519268076866865,,
1,656,0.015293605625629425,,
1,657,0.009468501433730125,,
1,658,0.008174726739525795,,
1,659,0.01960061490535736,,
1,660,,22.246801044882798,0.1003575548529625
2,0,749.2679443359375,,
2,1,,710.2279022961128,1.2239562273025513
2,5,53.718605041503906,,
2,7,28.750619888305664,,
2,8,16.638717651367188,,
2,9,28.602054595947266,,
2,10,25.4445858001709,,
2,11,12.240581512451172,,
2,12,,22.62058259801167,0.2265172004699707
2,14,15.673691749572754,,
2,16,10.54947280883789,,
2,17,11.747323036193848,,
2,18,10.813175201416016,,
2,19,7.373628616333008,,
2,20,7.478415489196777,,
2,21,6.82185173034668,,
2,22,4.439631938934326,,
2,24,5.48082160949707,,
2,27,7.154690265655518,,
2,28,5.771656036376953,,
2,30,2.510331869125366,,
2,31,4.996068954467773,,
2,33,4.109807014465332,,
2,34,,16.95583552267493,0.13761112093925476
2,35,4.827366828918457,,
2,37,5.875554084777832,,
2,38,2.982128143310547,,
2,40,2.6996254920959473,,
2,41,3.3127541542053223,,
2,42,2.500983953475952,,
2,43,2.9825925827026367,,
2,44,1.5878705978393555,,
2,45,,18.11344316819819,0.13297255337238312
2,46,2.5347447395324707,,
2,47,4.916172981262207,,
2,48,3.1115975379943848,,
2,50,1.895452618598938,,
2,52,1.933809518814087,,
2,54,1.4321953058242798,,
2,55,3.698340892791748,,
2,58,1.3525336980819702,,
2,60,1.5433273315429688,,
2,61,1.1002036333084106,,
2,63,2.1518452167510986,,
2,64,1.9236996173858643,,
2,65,1.3611270189285278,,
2,66,0.9952285289764404,,
2,67,,19.272830605506897,0.12502415478229523
2,68,1.1417779922485352,,
2,69,0.8778424263000488,,
2,73,0.8416070938110352,,
2,74,0.6574251651763916,,
2,75,1.7935750484466553,,
2,76,1.0474003553390503,,
2,77,1.214846134185791,,
2,78,,20.409699451632616,0.12405778467655182
2,81,0.8595075607299805,,
2,83,0.7970201969146729,,
2,84,0.8008963465690613,,
2,85,0.5197433233261108,,
2,86,1.164259910583496,,
2,88,1.0676133632659912,,
2,89,,20.94467693421899,0.12384035438299179
2,90,0.5403770208358765,,
2,91,0.9212075471878052,,
2,93,0.6263079047203064,,
2,94,0.7400702238082886,,
2,95,1.3801548480987549,,
2,96,0.6084547638893127,,
2,97,0.7010601758956909,,
2,99,0.751115083694458,,
2,102,0.33817410469055176,,
2,103,1.5023640394210815,,
2,104,0.7269074320793152,,
2,105,0.38931983709335327,,
2,106,0.27873337268829346,,
2,108,0.5113853216171265,,
2,109,0.15173538029193878,,
2,111,,21.615211358884487,0.11898434162139893
2,112,0.36266428232192993,,
2,118,0.4486265778541565,,
2,119,0.4124864339828491,,
2,120,0.4839211702346802,,
2,121,1.241064429283142,,
2,122,,21.830509488175554,0.11760726571083069
2,123,0.30974799394607544,,
2,124,0.3192712366580963,,
2,126,0.5316006541252136,,
2,127,0.5821448564529419,,
2,129,0.2710079252719879,,
2,132,0.367215633392334,,
2,133,,22.19901846094829,0.11760726571083069
2,134,0.7721744775772095,,
2,135,0.32681894302368164,,
2,136,0.5224586129188538,,
2,137,0.390988826751709,,
2,140,0.29846012592315674,,
2,141,0.4621887803077698,,
2,142,0.5055098533630371,,
2,143,0.35665059089660645,,
2,144,,22.00365204927398,0.11417664587497711
2,145,0.2497328221797943,,
2,147,0.4216140806674957,,
2,149,0.5146470069885254,,
2,150,0.39522430300712585,,
2,153,0.37976425886154175,,
2,154,0.6534895300865173,,
2,155,,22.401594115466608,0.11497390270233154
2,157,0.30605006217956543,,
2,159,0.6089574694633484,,
2,160,0.21098941564559937,,
2,161,0.3887832462787628,,
2,162,0.2708461880683899,,
2,163,0.24698534607887268,,
2,164,0.10445228219032288,,
2,166,,22.023836234720743,0.11354850977659225
2,167,0.2340134233236313,,
2,169,0.27287518978118896,,
2,170,0.19360311329364777,,
2,171,0.2132304310798645,,
2,172,0.2595485746860504,,
2,174,0.2765237092971802,,
2,175,0.11558640003204346,,
2,176,0.16498695313930511,,
2,177,,22.922700649354518,0.11509469896554947
2,180,0.16040794551372528,,
2,182,0.15256333351135254,,
2,184,0.2201545089483261,,
2,185,0.4473574161529541,,
2,186,0.17588993906974792,,
2,187,0.14266446232795715,,
2,188,,22.45377507151627,0.11178488284349442
2,189,0.08016060292720795,,
2,190,0.16364729404449463,,
2,193,0.08465370535850525,,
2,194,0.12912943959236145,,
2,195,0.0790143758058548,,
2,196,0.08401995897293091,,
2,198,0.05729972571134567,,
2,199,,23.291020434077193,0.11074603348970413
2,200,0.10020436346530914,,
2,201,0.1229657232761383,,
2,202,0.30446431040763855,,
2,203,0.2187855988740921,,
2,204,0.1426084190607071,,
2,205,0.10205671936273575,,
2,206,0.11950163543224335,,
2,207,0.08560654520988464,,
2,208,0.1577015519142151,,
2,209,0.31083357334136963,,
2,210,,23.037899360424134,0.1106252372264862
2,211,0.20161853730678558,,
2,212,0.18016402423381805,,
2,213,0.2696561813354492,,
2,214,0.07586721330881119,,
2,215,0.0991557165980339,,
2,217,0.30471670627593994,,
2,218,0.22621364891529083,,
2,219,0.09828339517116547,,
2,220,0.10236647725105286,,
2,221,,23.358236724283636,0.11060107499361038
2,222,0.08791273087263107,,
2,225,0.17183877527713776,,
2,226,0.10389768332242966,,
2,228,0.04181455448269844,,
2,230,0.2094879001379013,,
